annotation_id,participant_id,dialogue_id,is_gold_standard,is_prolific_user,accuracy,novelty,interaction_adequacy,explainability,cui_adaptability,cui_understanding,cui_response_quality,cui_attentiveness,perceived_ease_of_use,perceived_usefulness,user_control,transparency,cui_humanness,cui_rapport,trust_confidence,satisfaction,intention_to_use,intention_to_purchase,time_spent,timestamp
194,P032,dialogue_7685,0,1,4,4,4,3,4,3,4,4,4,4,3,4,3,3,4,4,4,2,96.0,2026-01-03 09:39:36.755138
195,P025,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,80.0,2026-01-03 09:39:40.115273
196,P021,dialogue_13611,0,1,3,4,4,3,3,2,3,3,4,3,3,3,4,4,3,3,3,3,330.0,2026-01-03 09:39:41.872007
197,P042,dialogue_4377,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33.0,2026-01-03 09:39:46.471497
198,P038,dialogue_12371,0,1,3,2,4,2,3,3,4,3,3,2,3,3,4,4,3,2,3,1,99.0,2026-01-03 09:39:48.342524
199,P030,dialogue_15389,0,1,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,63.0,2026-01-03 09:39:51.130404
200,P022,dialogue_5943,0,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,111.0,2026-01-03 09:40:03.139089
201,P045,dialogue_15670,0,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,49.0,2026-01-03 09:40:10.017332
202,P041,dialogue_10748,0,1,3,3,4,2,2,3,3,2,3,3,2,2,4,2,2,3,2,2,130.0,2026-01-03 09:40:11.180827
203,P044,dialogue_8554,0,1,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,187.0,2026-01-03 09:40:12.211675
176,P028,dialogue_8554,0,1,2,1,2,2,1,2,3,2,2,2,2,3,2,1,1,2,1,2,40.0,2026-01-03 09:40:12.743806
204,P035,dialogue_13517,0,1,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,47.0,2026-01-03 09:40:13.001358
205,P046,dialogue_7613,0,1,4,4,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,292.0,2026-01-03 09:40:14.676491
206,P026,dialogue_15966,0,1,4,4,4,4,3,4,4,4,4,4,5,4,5,4,4,4,3,3,89.0,2026-01-03 09:40:16.137902
207,P050,dialogue_2737,0,1,4,3,3,2,4,3,3,4,3,3,2,3,3,4,3,3,2,2,174.0,2026-01-03 09:40:21.254616
208,P039,dialogue_8894,0,1,4,4,4,3,4,5,5,5,4,4,5,4,4,5,4,4,3,2,104.0,2026-01-03 09:40:23.688642
209,P023,dialogue_1286,0,1,2,2,3,3,3,2,2,3,3,3,2,2,2,2,3,2,2,2,105.0,2026-01-03 09:40:30.090665
210,P037,dialogue_11246,0,1,2,1,5,1,3,2,3,4,4,2,3,3,2,2,2,2,3,1,199.0,2026-01-03 09:40:33.422849
211,P029,dialogue_1960,0,1,2,2,3,3,2,3,3,3,2,2,3,4,3,4,3,2,1,1,180.0,2026-01-03 09:40:33.478921
191,P028,dialogue_5739,0,1,5,2,4,4,4,5,5,4,4,5,4,4,4,1,4,5,3,4,29.0,2026-01-03 09:40:42.463045
212,P030,dialogue_10855,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,61.0,2026-01-03 09:40:52.530717
213,P042,dialogue_16223,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,67.0,2026-01-03 09:40:53.671752
214,P045,GOLD_002,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50.0,2026-01-03 09:40:59.980782
215,P049,dialogue_13950,0,1,3,2,4,2,2,5,4,4,5,5,4,5,3,3,4,4,4,4,231.0,2026-01-03 09:41:02.032401
216,P047,dialogue_7525,0,1,4,2,4,3,3,4,5,4,4,4,4,4,3,4,3,3,3,3,320.0,2026-01-03 09:41:03.311368
217,P036,dialogue_18039,0,1,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,105.0,2026-01-03 09:41:07.076888
218,P041,GOLD_002,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,58.0,2026-01-03 09:41:10.669596
220,P032,GOLD_001,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,98.0,2026-01-03 09:41:14.819885
221,P026,GOLD_001,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,66.0,2026-01-03 09:41:21.784527
222,P035,dialogue_15389,0,1,2,2,1,1,1,2,1,3,2,1,2,2,1,1,2,1,1,1,70.0,2026-01-03 09:41:22.775227
223,P019,dialogue_7390,0,1,1,1,4,1,1,2,3,2,1,1,3,1,2,1,2,1,1,1,187.0,2026-01-03 09:41:26.369495
224,P028,dialogue_3625,0,1,5,2,5,3,3,5,5,4,4,5,4,5,4,1,4,4,3,4,46.0,2026-01-03 09:41:29.145678
225,P045,dialogue_13400,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,41.0,2026-01-03 09:41:40.941441
226,P023,dialogue_14214,0,1,4,3,4,3,4,4,5,4,4,4,4,4,3,1,4,4,4,4,75.0,2026-01-03 09:41:45.008389
227,P043,dialogue_2077,0,1,2,3,3,2,3,2,3,3,3,3,3,2,2,2,2,3,3,3,246.0,2026-01-03 09:41:45.160573
228,P030,dialogue_13159,0,1,3,2,4,2,3,2,3,3,2,2,2,3,3,2,2,2,2,2,54.0,2026-01-03 09:41:46.455520
229,P039,dialogue_5353,0,1,3,4,3,1,2,3,2,4,3,3,4,3,4,5,3,3,2,2,86.0,2026-01-03 09:41:50.589887
230,P025,dialogue_15458,0,1,4,1,4,2,3,3,4,3,4,3,3,3,1,1,2,3,3,2,131.0,2026-01-03 09:41:51.516806
231,P021,dialogue_1043,0,1,4,4,4,2,3,3,2,4,4,3,2,2,4,3,2,4,3,3,129.0,2026-01-03 09:41:51.704028
232,P022,dialogue_3581,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,117.0,2026-01-03 09:42:00.283445
233,P038,dialogue_4831,0,1,2,2,4,3,4,4,3,3,4,3,4,3,5,4,3,3,4,2,137.0,2026-01-03 09:42:05.316593
234,P050,dialogue_7922,0,1,4,2,4,2,2,3,4,4,3,3,3,4,4,2,3,4,3,4,106.0,2026-01-03 09:42:07.394455
235,P028,dialogue_5353,0,1,3,4,3,2,2,3,5,4,3,3,5,3,3,1,2,4,2,4,48.0,2026-01-03 09:42:17.479533
236,P045,dialogue_11432,0,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,41.0,2026-01-03 09:42:21.914941
237,P029,dialogue_18169,0,1,2,1,4,1,2,3,2,3,3,2,2,1,2,1,2,2,1,1,110.0,2026-01-03 09:42:23.977288
238,P048,dialogue_7551,0,1,3,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,3,191.0,2026-01-03 09:42:40.413602
239,P026,dialogue_7172,0,1,4,5,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,84.0,2026-01-03 09:42:46.112165
240,P036,dialogue_3320,0,1,4,4,4,3,3,4,4,4,4,4,4,3,3,2,4,4,3,4,99.0,2026-01-03 09:42:46.660715
241,P032,dialogue_9320,0,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,93.0,2026-01-03 09:42:47.947685
242,P041,dialogue_9224,0,1,3,2,3,2,3,4,3,4,3,4,3,3,3,3,3,3,2,3,100.0,2026-01-03 09:42:51.035770
243,P044,dialogue_13950,0,1,3,3,3,2,3,3,3,3,3,3,3,4,3,2,2,3,2,3,160.0,2026-01-03 09:42:52.999149
244,P039,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,66.0,2026-01-03 09:42:57.262492
245,P045,dialogue_6527,0,1,4,3,3,3,3,4,3,3,3,3,3,3,1,1,3,3,1,3,40.0,2026-01-03 09:43:01.827707
247,P037,dialogue_14610,0,1,1,1,4,1,2,2,1,1,3,1,3,2,3,2,1,1,2,1,152.0,2026-01-03 09:43:06.096677
248,P023,dialogue_2077,0,1,4,3,4,3,3,4,4,4,4,4,3,4,3,1,4,4,4,4,83.0,2026-01-03 09:43:08.677813
249,P049,dialogue_15482,0,1,5,3,5,3,3,5,5,5,5,5,4,4,4,3,5,5,5,5,127.0,2026-01-03 09:43:09.542180
250,P022,dialogue_4136,0,1,4,4,4,4,3,4,4,5,5,4,5,4,4,4,4,4,4,4,76.0,2026-01-03 09:43:17.300729
251,P045,dialogue_16362,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,33.0,2026-01-03 09:43:34.803626
252,P038,GOLD_002,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,91.0,2026-01-03 09:43:37.004006
253,P029,dialogue_2796,0,1,4,4,4,3,3,4,5,4,4,4,4,5,4,4,5,4,4,5,83.0,2026-01-03 09:43:47.538686
254,P043,dialogue_8554,0,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,130.0,2026-01-03 09:43:55.136483
255,P046,dialogue_14947,0,1,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,125.0,2026-01-03 09:43:55.472052
256,P047,dialogue_11025,0,1,4,4,5,2,4,5,5,5,5,5,4,4,5,4,4,4,4,4,179.0,2026-01-03 09:44:02.716361
257,P026,dialogue_4838,0,1,4,5,4,4,4,4,5,4,4,4,5,4,5,4,4,4,3,4,82.0,2026-01-03 09:44:07.954254
258,P025,dialogue_18312,0,1,3,1,3,2,3,3,4,4,3,3,4,3,2,1,3,3,3,3,152.0,2026-01-03 09:44:24.565832
259,P031,dialogue_8556,0,1,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,4,4,519.0,2026-01-03 09:44:27.473831
261,P050,dialogue_6833,0,1,3,3,4,2,3,4,4,4,3,4,3,3,4,2,3,3,3,3,147.0,2026-01-03 09:44:34.252272
262,P019,GOLD_001,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,188.0,2026-01-03 09:44:34.535431
263,P021,dialogue_5694,0,1,2,3,2,2,2,2,3,3,3,3,3,2,4,3,2,2,2,2,163.0,2026-01-03 09:44:34.623218
264,P053,dialogue_15301,0,1,4,2,3,2,3,3,2,3,2,2,2,2,4,2,3,2,2,2,75.0,2026-01-03 09:44:35.606944
265,P036,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,111.0,2026-01-03 09:44:38.195757
266,P032,dialogue_4890,0,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,113.0,2026-01-03 09:44:41.543332
267,P029,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,63.0,2026-01-03 09:44:50.686159
268,P039,dialogue_15670,0,1,5,5,5,1,4,5,4,4,4,5,5,5,4,5,4,4,4,3,120.0,2026-01-03 09:44:57.717709
269,P049,dialogue_1043,0,1,5,4,4,2,3,4,3,4,5,5,3,4,3,3,4,4,4,4,121.0,2026-01-03 09:45:11.461532
270,P041,dialogue_16223,0,1,4,1,4,3,3,4,4,4,4,3,3,3,4,3,3,3,2,3,144.0,2026-01-03 09:45:15.826911
271,P026,dialogue_14498,0,1,3,3,2,2,2,3,3,2,2,2,2,2,4,2,2,2,2,2,83.0,2026-01-03 09:45:31.211311
272,P048,dialogue_3615,0,1,2,2,3,3,3,3,4,2,4,3,3,3,3,2,2,2,2,3,178.0,2026-01-03 09:45:38.817323
273,P053,dialogue_4653,0,1,3,2,2,1,1,2,2,2,2,2,2,2,3,2,2,1,1,1,72.0,2026-01-03 09:45:47.267135
274,P038,dialogue_16768,0,1,3,1,4,1,4,4,2,4,2,3,5,3,3,4,3,2,3,1,131.0,2026-01-03 09:45:48.875050
275,P044,dialogue_2516,0,1,5,4,5,3,5,5,5,5,5,5,4,4,4,4,5,5,5,4,185.0,2026-01-03 09:45:57.972217
276,P037,dialogue_4890,0,1,1,2,4,1,2,1,1,1,2,1,2,1,3,2,2,1,2,1,178.0,2026-01-03 09:46:04.456144
277,P032,dialogue_10855,0,1,4,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,93.0,2026-01-03 09:46:15.244597
278,P039,dialogue_16091,0,1,4,3,5,1,4,5,5,5,5,4,5,5,3,5,4,4,3,4,84.0,2026-01-03 09:46:22.125386
280,P043,dialogue_11282,0,1,4,4,4,2,3,3,4,3,4,4,4,3,3,3,3,4,4,3,160.0,2026-01-03 09:46:35.795152
281,P025,dialogue_6880,0,1,3,1,3,1,1,3,3,2,2,1,3,3,1,1,1,3,1,1,134.0,2026-01-03 09:46:39.011517
282,P021,dialogue_14589,0,1,1,2,1,2,1,1,1,3,1,1,1,1,4,2,1,1,1,1,125.0,2026-01-03 09:46:39.740230
283,P029,dialogue_2321,0,1,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,109.0,2026-01-03 09:46:39.780333
284,P053,dialogue_4890,0,1,4,4,4,4,4,4,3,4,4,5,3,3,4,4,4,4,4,4,54.0,2026-01-03 09:46:41.617467
285,P036,dialogue_19622,0,1,3,3,3,2,1,3,3,3,2,3,3,2,2,2,3,3,2,3,124.0,2026-01-03 09:46:42.218860
286,P041,dialogue_5739,0,1,4,2,4,3,4,4,5,4,4,4,3,4,2,4,4,4,4,4,96.0,2026-01-03 09:46:52.790981
287,P050,dialogue_12518,0,1,3,2,3,4,3,4,3,4,3,3,3,4,4,4,4,4,4,3,139.0,2026-01-03 09:46:53.020493
288,P049,dialogue_2995,0,1,5,3,5,5,4,5,5,5,5,5,3,4,4,3,4,5,5,5,106.0,2026-01-03 09:46:57.847100
289,P046,dialogue_17185,0,1,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,189.0,2026-01-03 09:47:05.079342
290,P047,dialogue_10855,0,1,3,3,3,1,2,3,4,2,3,4,3,2,2,2,2,2,2,3,195.0,2026-01-03 09:47:17.583533
291,P031,dialogue_668,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,193.0,2026-01-03 09:47:41.072594
292,P032,dialogue_3625,0,1,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,92.0,2026-01-03 09:47:47.226887
293,P053,dialogue_8556,0,1,3,2,2,3,2,3,2,2,2,3,2,2,2,2,1,1,1,2,68.0,2026-01-03 09:47:49.202179
294,P019,dialogue_3527,0,1,3,4,4,3,4,4,5,3,4,4,4,2,4,4,4,4,4,4,196.0,2026-01-03 09:47:50.688282
295,P039,dialogue_9320,0,1,5,5,5,2,5,5,5,5,5,5,5,5,4,5,5,5,4,3,107.0,2026-01-03 09:48:09.867770
296,P038,dialogue_15670,0,1,3,2,5,1,4,5,4,5,5,3,5,4,5,4,2,4,4,3,141.0,2026-01-03 09:48:09.891382
298,P041,dialogue_17651,0,1,3,4,3,4,2,3,3,3,3,4,3,2,2,3,3,3,2,3,89.0,2026-01-03 09:48:22.390037
299,P044,dialogue_3232,0,1,3,3,4,4,3,3,4,4,3,3,4,4,3,3,3,3,3,3,157.0,2026-01-03 09:48:35.823230
300,P053,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51.0,2026-01-03 09:48:40.502615
301,P048,dialogue_2444,0,1,2,2,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,183.0,2026-01-03 09:48:42.176341
302,P049,dialogue_2077,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,118.0,2026-01-03 09:48:56.426749
303,P037,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,180.0,2026-01-03 09:49:04.318069
304,P025,dialogue_15389,0,1,3,1,3,2,2,2,3,3,3,2,3,2,1,1,2,3,1,1,150.0,2026-01-03 09:49:08.843791
305,P042,dialogue_12249,0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,497.0,2026-01-03 09:49:10.891592
306,P046,dialogue_11432,0,1,5,4,5,5,5,5,5,5,5,5,5,5,4,3,5,5,4,4,141.0,2026-01-03 09:49:25.801176
307,P047,dialogue_2496,0,1,4,3,5,2,4,4,5,5,4,4,4,3,4,4,4,4,4,4,131.0,2026-01-03 09:49:28.658322
308,P050,dialogue_7172,0,1,4,4,3,2,3,4,4,4,4,4,3,4,3,4,3,4,4,4,161.0,2026-01-03 09:49:33.824262
309,P053,dialogue_15497,0,1,3,3,4,3,4,3,4,3,4,4,3,3,4,3,3,3,3,3,55.0,2026-01-03 09:49:35.851242
310,P029,dialogue_16362,0,1,4,4,4,3,3,3,4,4,4,4,3,3,4,4,4,4,3,4,176.0,2026-01-03 09:49:36.420966
311,P043,dialogue_19131,0,1,4,3,4,3,3,3,3,3,4,4,3,3,3,4,3,3,3,4,182.0,2026-01-03 09:49:38.145954
312,P036,dialogue_12628,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,176.0,2026-01-03 09:49:38.185829
313,P032,dialogue_15664,0,1,3,3,4,4,3,4,3,3,4,3,3,4,4,3,3,3,3,2,127.0,2026-01-03 09:49:54.310997
314,P038,dialogue_2077,0,1,3,3,5,2,4,4,5,5,4,4,5,3,4,4,2,4,4,2,106.0,2026-01-03 09:49:56.693117
315,P041,dialogue_6641,0,1,2,1,3,2,3,3,3,3,3,2,2,4,4,2,2,2,2,2,97.0,2026-01-03 09:50:00.399985
316,P049,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73.0,2026-01-03 09:50:09.859584
317,P048,GOLD_001,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,100.0,2026-01-03 09:50:22.835565
318,P053,dialogue_3615,0,1,2,2,3,4,3,4,3,4,4,4,4,3,3,3,3,3,2,2,58.0,2026-01-03 09:50:33.691679
319,P039,dialogue_4838,0,1,4,5,5,4,4,5,4,4,5,5,5,4,4,4,4,5,4,4,144.0,2026-01-03 09:50:33.894219
320,P044,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,120.0,2026-01-03 09:50:36.435656
321,P021,dialogue_4822,0,1,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,237.0,2026-01-03 09:50:37.634693
322,P054,dialogue_902,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,159.0,2026-01-03 09:50:41.859934
323,P025,dialogue_2393,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,95.0,2026-01-03 09:50:43.855436
325,P019,dialogue_2737,0,1,4,3,5,3,4,5,5,5,3,4,5,4,4,3,3,3,3,3,185.0,2026-01-03 09:50:56.289616
326,P050,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84.0,2026-01-03 09:50:58.389825
327,P053,dialogue_13242,0,1,5,4,4,4,4,4,5,5,5,5,4,5,4,5,5,5,5,5,45.0,2026-01-03 09:51:19.041871
328,P051,dialogue_997,0,1,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,788.0,2026-01-03 09:51:25.182203
329,P049,dialogue_5375,0,1,3,2,2,2,3,4,4,4,3,4,3,3,3,2,3,3,3,3,93.0,2026-01-03 09:51:43.763188
330,P024,dialogue_2405,0,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,1058.0,2026-01-03 09:51:57.221259
331,P038,dialogue_7525,0,1,3,3,4,2,3,2,2,3,3,3,2,2,4,3,2,3,3,1,121.0,2026-01-03 09:51:58.282619
332,P036,dialogue_9320,0,1,3,4,4,3,3,3,3,4,3,4,3,3,3,2,3,3,3,3,145.0,2026-01-03 09:52:03.202788
333,P046,dialogue_15389,0,1,3,3,4,3,3,3,3,3,3,3,3,2,4,3,3,2,3,3,166.0,2026-01-03 09:52:11.504714
334,P029,dialogue_8894,0,1,3,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,158.0,2026-01-03 09:52:15.150799
335,P048,dialogue_10093,0,1,3,4,1,1,1,3,4,1,2,3,2,2,2,2,2,2,2,2,113.0,2026-01-03 09:52:16.387004
336,P053,dialogue_2767,0,1,4,4,4,5,4,4,4,5,5,5,4,4,4,4,5,5,5,4,68.0,2026-01-03 09:52:27.160267
337,P043,dialogue_944,0,1,3,2,2,3,2,3,3,3,3,4,3,2,2,2,3,3,3,3,175.0,2026-01-03 09:52:33.810252
338,P037,dialogue_4831,0,1,2,1,3,2,1,1,3,3,2,3,3,2,3,2,1,1,3,1,211.0,2026-01-03 09:52:35.279952
339,P021,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,119.0,2026-01-03 09:52:36.521613
340,P054,dialogue_4995,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,119.0,2026-01-03 09:52:41.143488
341,P047,dialogue_4700,0,1,5,4,3,4,3,4,5,2,4,5,3,4,3,3,4,5,4,4,194.0,2026-01-03 09:52:43.527258
342,P031,dialogue_4136,0,1,1,4,5,1,1,1,1,1,1,1,1,3,3,3,3,1,3,3,305.0,2026-01-03 09:52:47.687142
343,P020,dialogue_1328,0,1,4,5,5,4,4,4,4,5,4,4,4,3,5,4,4,4,4,3,1008.0,2026-01-03 09:52:47.921756
344,P024,dialogue_7613,0,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,55.0,2026-01-03 09:52:52.413965
345,P044,dialogue_7200,0,1,3,3,4,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,165.0,2026-01-03 09:53:21.780623
346,P050,dialogue_17667,0,1,4,4,4,2,3,3,4,4,3,4,4,4,3,3,4,4,4,4,155.0,2026-01-03 09:53:33.305509
347,P053,dialogue_14552,0,1,3,2,2,2,2,4,1,3,2,2,2,2,4,4,3,2,2,2,74.0,2026-01-03 09:53:41.133250
348,P049,dialogue_1711,0,1,5,3,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,117.0,2026-01-03 09:53:41.321471
349,P024,GOLD_001,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,61.0,2026-01-03 09:53:53.851105
350,P043,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85.0,2026-01-03 09:53:59.035548
351,P047,GOLD_001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78.0,2026-01-03 09:54:01.763638
352,P019,dialogue_19387,0,1,4,3,3,1,2,4,4,4,3,4,3,4,3,2,3,3,2,3,192.0,2026-01-03 09:54:08.527033
353,P048,dialogue_17185,0,1,5,5,5,4,4,5,5,5,4,4,4,5,5,3,5,5,5,5,140.0,2026-01-03 09:54:36.374554
354,P046,GOLD_001,1,1,3,2,3,3,2,3,3,4,3,3,2,3,3,3,3,3,3,3,152.0,2026-01-03 09:54:43.220190
355,P024,dialogue_6518,0,1,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,4,4,64.0,2026-01-03 09:54:57.874834
356,P021,dialogue_2496,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,142.0,2026-01-03 09:54:58.859821
357,P020,dialogue_4831,0,1,5,4,4,5,4,4,5,5,4,5,4,4,5,3,4,5,4,4,161.0,2026-01-03 09:55:28.789715
358,P024,dialogue_4817,0,1,3,3,4,3,3,3,3,4,4,3,3,3,5,4,3,3,3,3,44.0,2026-01-03 09:55:41.574521
359,P049,dialogue_11282,0,1,5,3,4,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,126.0,2026-01-03 09:55:47.947724
360,P054,dialogue_5109,0,1,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,194.0,2026-01-03 09:55:54.944287
361,P037,dialogue_8568,0,1,2,2,3,1,1,1,2,2,3,3,3,2,4,2,2,2,2,1,209.0,2026-01-03 09:56:04.232569
362,P044,dialogue_4817,0,1,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,171.0,2026-01-03 09:56:12.829635
363,P024,dialogue_8894,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,44.0,2026-01-03 09:56:25.399237
364,P056,dialogue_9325,0,1,3,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,3,232.0,2026-01-03 09:56:31.186249
365,P050,dialogue_3615,0,1,1,2,3,4,2,2,2,4,2,2,3,2,4,3,2,2,1,2,190.0,2026-01-03 09:56:43.398438
366,P020,GOLD_002,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,76.0,2026-01-03 09:56:44.972632
367,P019,dialogue_13159,0,1,2,2,3,2,1,3,3,2,2,2,3,2,4,2,1,1,1,1,188.0,2026-01-03 09:57:16.417409
368,P056,dialogue_997,0,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,49.0,2026-01-03 09:57:22.996218
369,P024,dialogue_12518,0,1,3,3,3,3,3,3,3,4,4,3,3,3,3,4,3,3,2,2,62.0,2026-01-03 09:57:27.127202
370,P046,dialogue_2217,0,1,3,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,172.0,2026-01-03 09:57:35.486550
371,P021,dialogue_17667,0,1,3,4,2,2,3,3,2,3,3,2,3,3,2,3,2,2,2,2,162.0,2026-01-03 09:57:41.470928
372,P043,dialogue_5937,0,1,3,4,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,3,225.0,2026-01-03 09:57:44.317305
373,P047,dialogue_2368,0,1,3,2,3,4,3,3,4,4,2,3,4,4,4,4,2,2,2,2,235.0,2026-01-03 09:57:56.775415
374,P054,dialogue_15497,0,1,4,2,4,1,3,3,5,4,3,4,4,3,4,2,3,3,3,4,129.0,2026-01-03 09:58:04.394106
375,P056,dialogue_12249,0,1,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,48.0,2026-01-03 09:58:14.724340
376,P048,dialogue_8022,0,1,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,2,3,4,230.0,2026-01-03 09:58:26.281878
377,P049,dialogue_7172,0,1,5,5,5,3,4,5,5,5,5,5,5,5,3,4,5,5,5,5,166.0,2026-01-03 09:58:34.191974
378,P044,dialogue_11246,0,1,2,2,3,3,2,2,3,3,3,2,3,3,2,3,2,2,2,2,147.0,2026-01-03 09:58:39.982462
379,P037,dialogue_15664,0,1,3,3,3,1,2,3,4,3,3,3,3,3,4,2,3,3,2,1,156.0,2026-01-03 09:58:40.392517
380,P056,dialogue_480,0,1,4,4,3,4,3,3,4,4,3,4,4,3,4,4,4,3,4,4,39.0,2026-01-03 09:58:56.581370
381,P050,dialogue_3581,0,1,4,4,3,2,3,3,4,4,3,3,3,3,4,2,4,5,4,5,140.0,2026-01-03 09:59:03.366541
382,P054,GOLD_002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78.0,2026-01-03 09:59:22.179912
383,P051,dialogue_7922,0,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,483.0,2026-01-03 09:59:29.079063
384,P031,dialogue_15497,0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,409.0,2026-01-03 09:59:37.820292
386,P056,dialogue_2767,0,1,4,3,4,3,4,3,4,3,4,4,4,4,4,3,4,3,4,4,50.0,2026-01-03 09:59:48.641825
387,P046,dialogue_18312,0,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,152.0,2026-01-03 10:00:07.904338
